ITEM_NAME,ERP_CODE,CLOSING,NAME,UNIT,ICAT,CPARTNO,CUST_REF,RATE,CAL_VALUE,PREFX,IWEIGHT,LABRCHG,IRATE1,IH_VALUE,TOT_VAL,GRP,STAGE,CLOSING_WT,FG_REF,,
SPRING FILE COBRA,48030012,17,64. OTHER PC  N4,NOS,-,GSCOOS0000118,-,15,255,,0,0,0,0,255,4803,64,0,,,
BALL PEN,48040084,20,64. OTHER PC  N4,NOS,DOM,-,-,3,60,,0,0,0,0,60,4804,64,0,,,
GUM TAPE,48040048,1,64. OTHER PC  N4,NOS,DOM,-,-,200,200,,0,0,0,0,200,4804,64,0,,,
HIGHLIGHTER,48040015,2,64. OTHER PC  N4,NOS,-,-,-,20,40,,0,0,0,0,40,4804,64,0,,,
REGISTER 2 QUIRE,48040035,6,64. OTHER PC  N4,NOS,DOM,-,-,55,330,,0,0,0,0,330,4804,64,0,,,
FIFO COLOUR STICKER,48050008,1530,64. OTHER PC  N4,NOS,-,GSCOOS0000150,-,1.62,2479,,0,0,0,0,2479,4805,64,0,,,
GATE PASS BOOK,48050010,6,64. OTHER PC  N4,NOS,-,GSCOOS0000151,-,115,690,,0,0,0,0,690,4805,64,0,,,
REGISTER,48050012,24,64. OTHER PC  N4,NOS,DOM,-,-,150,3600,,0,0,0,0,3600,4805,64,0,,,
AIR FRESHNER,48070054,5,64. OTHER PC  N4,NOS,DOM,-,-,60,300,,0,0,0,0,300,4807,64,0,,,
CLEANING  ACID,48070001,25,64. OTHER PC  N4,NOS,-,-,-,4,100,,0,0,0,0,100,4807,64,0,,,
HARPIC BOTTLE,48070038,15,64. OTHER PC  N4,NOS,DOM,-,-,66,990,,0,0,0,0,990,4807,64,0,,,
PHENYL (COMPOND),48070034,25,64. OTHER PC  N4,LTR,DOM,-,-,675,16875,,0,0,0,0,16875,4807,64,0,,,
ROOM FRESHNER,48070006,3,64. OTHER PC  N4,NOS,-,-,-,125,375,,0,0,0,0,375,4807,64,0,,,
SCRUBBER PAD  (CLEANING),48070011,6,64. OTHER PC  N4,NOS,DOM,-,-,25,150,,0,0,0,0,150,4807,64,0,,,
SOFT BROOM,48070040,10,64. OTHER PC  N4,NOS,DOM,-,-,130,1300,,0,0,0,0,1300,4807,64,0,,,
WASHING BRUSH,48070032,2,64. OTHER PC  N4,NOS,DOM,-,-,50,100,,0,0,0,0,100,4807,64,0,,,
LPG CYLINDER COMMERCIAL 33KG,48090010,6,64. OTHER PC  N4,NOS,-,-,-,3070.32,18422,,0,0,0,0,18422,4809,64,0,,,
PROTOBOND 50/12,48090004,15,64. OTHER PC  N4,KGS,DOM,-,-,157.5,2363,,0,0,0,0,2363,4809,64,0,,,
SPRAY SEL GRAY,48090025,4,64. OTHER PC  N4,NOS,DOM,-,-,240,960,,0,0,0,0,960,4809,64,0,,,
TRANSPARENT TAPE - 2 INCH(45 MTR),48090102,2655,64. OTHER PC  N4,MTR,DOM,-,-,26,69030,,0,0,0,0,69030,4809,64,0,,,
CORRUGATED BOX_5 PLY_440 X 260 X 180 MM,48120020,1020,64. OTHER PC  N4,NOS,DOM,-,-,40,40800,,0,0,0,0,40800,4812,64,0,,,
COTTON WASTE,49010003,3,64. OTHER PC  N4,KGS,-,GSCOOS0000016,-,75,225,,0,0,0,0,225,4901,64,0,,,
KHARATA (BIG),49030005,6,64. OTHER PC  N4,NOS,DOM,-,-,70,420,,0,0,0,0,420,4903,64,0,,,
HAND WASH,49040007,50,64. OTHER PC  N4,NOS,DOM,-,-,2050,102500,,0,0,0,0,102500,4904,64,0,,,
URINAL CUBES,49060002,20,64. OTHER PC  N4,NOS,-,-,-,65,1300,,0,0,0,0,1300,4906,64,0,,,
WASHING POWDER 1,49060016,10,64. OTHER PC  N4,KGS,DOM,-,-,38,380,,0,0,0,0,380,4906,64,0,,,
WET MOP(VEGA),49060001,4,64. OTHER PC  N4,NOS,-,-,-,295,1180,,0,0,0,0,1180,4906,64,0,,,
FLAT FILE 10 INCH SMOOTH,50050677,2,64. OTHER PC  N4,NOS,DOM,-,-,151.2,302,,0,0,0,0,302,5005,64,0,,,
TONER RECYCLE & REFILLING,67030037,1,64. OTHER PC  N4,NOS,DOM,-,-,1100,1100,,0,0,0,0,1100,6703,64,0,,,
SF-BOX FABRICATED PHS 4 WAY IP43_CB70717_WL,73018065,100,64. OTHER PC  N4,NOS,DOM,-,-,330.592,33059,-,0,7.2,,720,33779,7301,64,0,,,
POWDER JP-105 / SEL GRAY,22080009,0.56,65.SHEARING N4,KGS,-,-,-,200,112,,0,0,0,0,112,2208,65,0,,,
A4 PAPER,48010032,11,65.SHEARING N4,RIM,DOM,-,-,176,1936,,0,0,0,0,1936,4801,65,0,,,
PERMANENT MARKER CAMLIN BLACK,48010038,2,65.SHEARING N4,NOS,DOM,-,-,17,34,,0,0,0,0,34,4801,65,0,,,
XEROX PAPER-70GSM-A/4 SIZE,48010003,59,65.SHEARING N4,NOS,-,-,-,160,9440,,0,0,0,0,9440,4801,65,0,,,
A4 SIZE BOX FILE,48030024,4,65.SHEARING N4,NOS,DOM,-,-,28,112,,0,0,0,0,112,4803,65,0,,,
STAPLER PIN,48030015,56,65.SHEARING N4,NOS,DOM,-,-,140,7840,,0,0,0,0,7840,4803,65,0,,,
BALL PEN,48040084,8,65.SHEARING N4,NOS,DOM,-,-,3,24,,0,0,0,0,24,4804,65,0,,,
CD MARKER,48040042,3,65.SHEARING N4,NOS,DOM,-,-,10,30,,0,0,0,0,30,4804,65,0,,,
VOUCHER PAD (CASH),48040041,3,65.SHEARING N4,NOS,DOM,-,-,46,138,,0,0,0,0,138,4804,65,0,,,
3M EAR PLUG,49010004,100,65.SHEARING N4,NOS,-,GSCOOS0000030,-,10,1000,,0,0,0,0,1000,4901,65,0,,,
HAND GLOVES KNITTED,49010006,2383,65.SHEARING N4,PAIR,-,GSCOOS0000020,-,8.25,19660,,0,0,0,0,19660,4901,65,0,,,
SAFETY HELMET,50050131,3,65.SHEARING N4,NOS,-,-,-,250,750,,0,0,0,0,750,5005,65,0,,,
TONER RECYCLE & REFILLING,67030037,2,65.SHEARING N4,NOS,DOM,-,-,1100,2200,,0,0,0,0,2200,6703,65,0,,,
SF_N-MIDDLE BRACE  (U BENDING )031-01,72011153,80,65.SHEARING N4,NOS,-,45216-031-01-N,-,35.095,2808,-,0,3.05,,244,3052,7201,65,0,,,
ETP COPPER AS PER MN RE 08 (3.0 X 54MM),10030015,30.13,66. PRESS SHOP N4,KGS,DOM,-,-,553.25,16669,,0,0,0,0,16669,1003,66,0,,,
ETP COPPER AS PER MN RE 08 (3.0 X 61MM),10030014,7.534,66. PRESS SHOP N4,KGS,DOM,-,-,393.105,2962,,0,0,0,0,2962,1003,66,0,,,
ETP COPPER AS PER MN RE 08 (3.5 X 12.5MM),10030007,5.711,66. PRESS SHOP N4,KGS,DOM,-,-,536.32,3063,,0,0,0,0,3063,1003,66,0,,,
ETP COPPER AS PER MN RE 08 (2.0 X 10.3 +/-0.2MM),10050002,34.3145,66. PRESS SHOP N4,KGS,-,-,0,536.32,18404,,0,0,0,0,18404,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (2.0 X 11.5MM),10050014,15.089,66. PRESS SHOP N4,KGS,DOM,-,-,536.32,8093,,0,0,0,0,8093,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (2.0 X 15MM),10050003,12.36,66. PRESS SHOP N4,KGS,-,-,0,533.53,6594,,0,0,0,0,6594,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (2.0 X 18MM),10050006,0.052,66. PRESS SHOP N4,KGS,-,-,0,393.105,20,,0,0,0,0,20,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (2.0 X 20MM),10050007,25.676,66. PRESS SHOP N4,KGS,-,-,0,510.92,13118,,0,0,0,0,13118,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (2.0 X 49.00 MM),10050051,134.037,66. PRESS SHOP N4,KGS,DOM,-,-,853.46,114395,,0,0,0,0,114395,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (4.0 X 12.5MM),10050046,4.98,66. PRESS SHOP N4,KGS,DOM,-,-,393.105,1958,,0,0,0,0,1958,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (4.0 X 20MM),10050012,110.734,66. PRESS SHOP N4,KGS,-,-,0,513.25,56834,,0,0,0,0,56834,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (4.0 X 90MM),10050013,0.047,66. PRESS SHOP N4,KGS,-,-,0,513.25,24,,0,0,0,0,24,1005,66,0,,,
ETP COPPER AS PER MN RE 08 (6.0 X 12.5MM),10050047,19.174,66. PRESS SHOP N4,KGS,DOM,-,-,393.105,7537,,0,0,0,0,7537,1005,66,0,,,
WIRE BLUE 4 SQMM FRPVC,10070136,15,66. PRESS SHOP N4,MTR,DOM,-,-,20.88,313,,0,0,0,0,313,1007,66,0,,,
WIRE RED 2.5 SQMM FRPVC CABEL,10070055,11,66. PRESS SHOP N4,MTR,-,-,0,10.1051,111,,0,0,0,0,111,1007,66,0,,,
WIRE RED 4 SQMM  FRPVC,10070134,15,66. PRESS SHOP N4,MTR,DOM,-,-,19.77,297,,0,0,0,0,297,1007,66,0,,,
WIRE YELLOW 4 SQMM FRPVC,10070135,15,66. PRESS SHOP N4,MTR,DOM,-,-,20.88,313,,0,0,0,0,313,1007,66,0,,,
CRCA SHEET IS 513D 0.8 X 1250 X 2500,13010017,3381.8707,66. PRESS SHOP N4,KGS,DOM,-,-,55.15,186510,,0,0,0,0,186510,1301,66,0,,,
CRCA SHEET IS 513D 1.0 X 1250 X 2500,13010001,3217.453,66. PRESS SHOP N4,KGS,-,-,0,54.5,175351,,0,0,0,0,175351,1301,66,0,,,
CRCA SHEET IS 513D 1.2 X 1250 X 2500,13010002,383.239,66. PRESS SHOP N4,KGS,-,-,0,42,16096,,0,0,0,0,16096,1301,66,0,,,
CRCA SHEET IS 513D 1.5 X 1250 X 2500,13010009,33.753,66. PRESS SHOP N4,KGS,-,-,-,53.9,1819,,0,0,0,0,1819,1301,66,0,,,
CR COIL 0.8 X 122.0MM IS-513D (-0.2 +0.0) ID 350 MM WT.70KG MAX,13030061,0.12,66. PRESS SHOP N4,KGS,DOM,-,-,58.45,7,,0,0,0,0,7,1303,66,0,,,
CR COIL 01.0 X 38.0 MM IS-513D (-0.2 +0.0) ID 350 MM WT.70KG MAX,13030064,1223.636,66. PRESS SHOP N4,KGS,DOM,-,-,53,64853,,0,0,0,0,64853,1303,66,0,,,
CR COIL 1.0 X 25.0 MM IS-513D (-0.2 +0.0) ID 350 MM WT.70KG MAX,13030083,0.0047,66. PRESS SHOP N4,KGS,DOM,-,-,68.5,0,,0,0,0,0,0,1303,66,0,,,
CR COIL 1.0 X 64.0 MM IS-513D (-0.2 +0.0) ID 350 MM WT.70KG MAX,13030080,3064.772,66. PRESS SHOP N4,KGS,DOM,-,-,67.25,206106,,0,0,0,0,206106,1303,66,0,,,
CR COIL 1.0 X 74.00MM IS-513D (-0.1 +0.2) ID 350 MM WT.70KG MAX_L&T SPN GP,13030039,19.0924,66. PRESS SHOP N4,KGS,DOM,-,-,51,974,,0,0,0,0,974,1303,66,0,,,
CR COIL 1.0 X 79.0 MM IS-513D (-0.2 +0.0) ID 350 MM WT.70KG MAX,13030081,73.5401,66. PRESS SHOP N4,KGS,DOM,-,-,68.5,5037,,0,0,0,0,5037,1303,66,0,,,
POWDER JP-105 / SEL GRAY,22080009,2.6,66. PRESS SHOP N4,KGS,-,-,-,200,520,,0,0,0,0,520,2208,66,0,,,
GI COIL 1.0 X 43.80MM IS-513D (-0.1 +0.2) ID 350 MM WT.70KG MAX_DRC & Z BKT,26020002,561.8045,66. PRESS SHOP N4,KGS,DOM,-,-,59.8,33596,,0,0,0,0,33596,2602,66,0,,,
COPPER RIVET DIA 4 X 10.2,32050035,20456,66. PRESS SHOP N4,NOS,DOM,-,G3818,1.32,27002,,0,0,0,0,27002,3205,66,0,,,
COPPER RIVET DIA 4 X 13,32050002,7558,66. PRESS SHOP N4,NOS,-,P/G3819A,G3819,1.39,10506,,0,0,0,0,10506,3205,66,0,,,
COPPER RIVET DIA 4 X 8.2,32050034,21034.99998,66. PRESS SHOP N4,NOS,DOM,-,G3817,1.27,26714,,0,0,0,0,26714,3205,66,0,,,
SLEEVE PVC BLACK 8MM DIA.,39010075,15,66. PRESS SHOP N4,MTR,DOM,-,-,4.75,71,,0,0,0,0,71,3901,66,0,,,
XEROX PAPER-70GSM-A/4 SIZE,48010003,25,66. PRESS SHOP N4,NOS,-,-,-,160,4000,,0,0,0,0,4000,4801,66,0,,,
TEFLON,48020032,1,66. PRESS SHOP N4,NOS,DOM,-,-,750,750,,0,0,0,0,750,4802,66,0,,,
REGISTER,48050012,1,66. PRESS SHOP N4,NOS,DOM,-,-,150,150,,0,0,0,0,150,4805,66,0,,,
ALCON DISC 4*80,48090007,133,66. PRESS SHOP N4,NOS,DOM,-,-,26.28,3495,,0,0,0,0,3495,4809,66,0,,,
MACHINE OIL (L),48090206,10,66. PRESS SHOP N4,LTR,DOM,-,-,100,1000,,0,0,0,0,1000,4809,66,0,,,
TOTEM CS TAP M4X0.7 TSB / GOLD,48090032,15,66. PRESS SHOP N4,NOS,DOM,-,-,49.6,744,,0,0,0,0,744,4809,66,0,,,
TOTEM CS TAP M5X0.8MM TSB,48090033,15,66. PRESS SHOP N4,NOS,DOM,-,-,50.4,756,,0,0,0,0,756,4809,66,0,,,
COTTON WASTE,49010003,43,66. PRESS SHOP N4,KGS,-,GSCOOS0000016,-,75,3225,,0,0,0,0,3225,4901,66,0,,,
HAND GLOVES KNITTED,49010006,9368,66. PRESS SHOP N4,PAIR,-,GSCOOS0000020,-,8.25,77286,,0,0,0,0,77286,4901,66,0,,,
1 HP INDUCTION MOTOR,50030009,1,66. PRESS SHOP N4,NOS,DOM,-,-,5900,5900,,0,0,0,0,5900,5003,66,0,,,
4 INCH X 2 INCH POLYFIBER BALL BEARING WHEEL WITH SWIVEL BKT ASSEMBLY,50060570,4,66. PRESS SHOP N4,NOS,DOM,-,-,600,2400,,0,0,0,0,2400,5006,66,0,,,
MAGNET   8X10,50130662,12,66. PRESS SHOP N4,NOS,,-,-,38,456,,0,,,0,456,5013,66,0,,,
AN 2.5 M X 4 C FLEX CABLE,52010070,20,66. PRESS SHOP N4,MTR,DOM,-,-,75,1500,,0,0,0,0,1500,5201,66,0,,,
POLYCAB 1SQ X 2C COPPER FLEXIBLE CABLE,52010130,20,66. PRESS SHOP N4,MTR,DOM,-,-,24.255,485,,0,0,0,0,485,5201,66,0,,,
ANCHOR 6 MODULAR PLATE,52020323,1,66. PRESS SHOP N4,NOS,DOM,-,-,145,145,,0,0,0,0,145,5202,66,0,,,
ANCHOR 6 MODULAR SURFACE BOX,52020324,1,66. PRESS SHOP N4,NOS,DOM,-,-,60,60,,0,0,0,0,60,5202,66,0,,,
L&T EXORA 32A MCB,52020303,1,66. PRESS SHOP N4,NOS,DOM,-,-,960,960,,0,0,0,0,960,5202,66,0,,,
MICRO LIMIT SWITCH,52050044,2,66. PRESS SHOP N4,NOS,DOM,-,-,1041,2082,,0,0,0,0,2082,5205,66,0,,,
6A 1WAY SWITCH,52120324,2,66. PRESS SHOP N4,NOS,,-,-,20,40,,0,,,0,40,5212,66,0,,,
6A 3 PIN 2IN1 SOCKET,52120323,2,66. PRESS SHOP N4,NOS,,-,-,43.5,87,,0,,,0,87,5212,66,0,,,
ANCHOR PENDENT HOLDER 14706,52120346,1,66. PRESS SHOP N4,NOS,-,-,-,24.75,25,,0,0,0,0,25,5212,66,0,,,
REWINDING CHARGES OF 3 HP BLOWER MOTOR,52120197,1,66. PRESS SHOP N4,NOS,DOM,-,-,1550,1550,,0,0,0,0,1550,5212,66,0,,,
RR 50W ECONOMY LED LAMP,52120333,1,66. PRESS SHOP N4,NOS,-,-,-,760,760,,0,0,0,0,760,5212,66,0,,,
AIR REGULATOR FOR POWDER COATING GUN,53040011,1,66. PRESS SHOP N4,NOS,DOM,-,-,773.6842,774,,0,0,0,0,774,5304,66,0,,,
SPIRAL SPRING FOR GRINDING MACHINE,55040112,2,66. PRESS SHOP N4,NOS,DOM,-,-,25,50,,0,0,0,0,50,5504,66,0,,,
SPRING FOR SEALING MACHINE,55050073,1,66. PRESS SHOP N4,NOS,DOM,-,-,70,70,,0,0,0,0,70,5505,66,0,,,
TEFLON CLOTH 10 MTR FOR SEALING MACHINE,55050075,2,66. PRESS SHOP N4,MTR,DOM,-,-,435,870,,0,0,0,0,870,5505,66,0,,,
COIL SPRING   SWF22-100,55060694,10,66. PRESS SHOP N4,NOS,,-,-,90,900,,0,,,0,900,5506,66,0,,,
HAND DRILL MACHINE HD-01,57050356,1,66. PRESS SHOP N4,NOS,-,-,-,1270,1270,,0,0,0,0,1270,5705,66,0,,,
SF-BUSBAR I/C LINK 125A L1 L3 PRESS COMP.,72010011,1499,66. PRESS SHOP N4,NOS,-,P/G3664A,0,31.822,47701,-,0,0.6,,899,48600,7201,66,0,,,
SF-BUSBAR I/C LINK 250 L1 L3 PRESS COMP.,72010012,1646,66. PRESS SHOP N4,NOS,-,P/G3797A,0,67.39,110924,-,0,1,,1646,112570,7201,66,0,,,
SF-DRC 35MM PRESS COMP.,72010065,382,66. PRESS SHOP N4,NOS,-,-,0,1.2109,463,,0,0.18,0,69,532,7201,66,0,,,
SF-L1 PHASE BUSBAR 125A 12WAY PUNCHING,72011896,100,66. PRESS SHOP N4,NOS,DOM,-,-,100.5148,10051,-,0,1,,100,10151,7201,66,0,,,
SF-L1 PHASE BUSBAR 125A 14WAY PUNCHING,72011928,10,66. PRESS SHOP N4,NOS,DOM,-,-,101.0656,1011,,0,0.35,0,4,1015,7201,66,0,,,
SF-L1 PHASE BUSBAR 125A 4WAY PUNCHING,72011893,220,66. PRESS SHOP N4,NOS,DOM,G3668,-,39.7002,8734,-,0,1,,220,8954,7201,66,0,,,
SF-L1 PHASE BUSBAR 125A 6WAY PUNCHING,72011894,160,66. PRESS SHOP N4,NOS,DOM,-,-,54.7064,8753,-,0,1,,160,8913,7201,66,0,,,
SF-L1 PHASE BUSBAR 125A 8WAY PUNCHING,72011895,561,66. PRESS SHOP N4,NOS,DOM,-,-,69.7126,39109,-,0,1,,561,39670,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 12WAY PUNCHING,72011916,200,66. PRESS SHOP N4,NOS,DOM,-,-,181.504,36301,-,0,1,,200,36501,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 12WAY RIVETED,72011666,28,66. PRESS SHOP N4,NOS,DOM,-,-,430.5624,12056,,0,24.9,0,697,12753,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 16WAY PUNCHING,72011917,6,66. PRESS SHOP N4,NOS,DOM,-,-,345.7693,2075,,0,0,0,0,2075,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 16WAY RIVETED,72011672,1,66. PRESS SHOP N4,NOS,DOM,-,-,620.0005,620,,0,0.71,0,1,621,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 4WAY PUNCHING,72011913,223,66. PRESS SHOP N4,NOS,DOM,-,-,81.0496,18074,-,0,1,,223,18297,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 4WAY RIVETED,72011657,103,66. PRESS SHOP N4,NOS,DOM,P/G3761A,-,210.9824,21731,,0,4.5,0,464,22195,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 6WAY PUNCHING,72011914,200,66. PRESS SHOP N4,NOS,DOM,-,-,121.0744,24215,-,0,1,,200,24415,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 8WAY PUNCHING,72011915,200,66. PRESS SHOP N4,NOS,DOM,-,-,145.4032,29081,-,0,1,,200,29281,7201,66,0,,,
SF-L1 PHASE BUSBAR 250A 8WAY RIVETED,72011663,53,66. PRESS SHOP N4,NOS,DOM,-,-,320.7288,16999,,0,0.53,0,28,17027,7201,66,0,,,
SF-L2 PHASE BUSBAR 125A 12WAY PUNCHING,72011903,100,66. PRESS SHOP N4,NOS,DOM,-,-,106.0434,10604,-,0,1,,100,10704,7201,66,0,,,
SF-L2 PHASE BUSBAR 125A 12WAY RIVETED,72010087,10,66. PRESS SHOP N4,NOS,-,-,0,221.8364,2218,,0,0.53,0,5,2223,7201,66,0,,,
SF-L2 PHASE BUSBAR 125A 4WAY PUNCHING,72011899,220,66. PRESS SHOP N4,NOS,DOM,-,-,45.3868,9985,-,0,1,,220,10205,7201,66,0,,,
SF-L2 PHASE BUSBAR 125A 6WAY PUNCHING,72011900,160,66. PRESS SHOP N4,NOS,DOM,-,-,61.0248,9764,-,0,1,,160,9924,7201,66,0,,,
SF-L2 PHASE BUSBAR 125A 8WAY PUNCHING,72011901,200,66. PRESS SHOP N4,NOS,DOM,-,-,80.7341,16147,-,0,5.94,,1188,17335,7201,66,0,,,
SF-L2 PHASE BUSBAR 125A 8WAY RIVETED,72012354,17,66. PRESS SHOP N4,NOS,DOM,-,-,158.1061,2688,,0,0.53,0,9,2697,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 12WAY PUNCHING,72011923,200,66. PRESS SHOP N4,NOS,DOM,-,-,181.504,36301,-,0,1,,200,36501,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 16WAY PUNCHING,72011925,7,66. PRESS SHOP N4,NOS,DOM,-,-,345.7693,2420,,0,0,0,0,2420,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 4WAY PUNCHING,72011919,220,66. PRESS SHOP N4,NOS,DOM,-,-,91.252,20075,-,0,1,,220,20295,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 6WAY PUNCHING,72011920,200,66. PRESS SHOP N4,NOS,DOM,-,-,121.0744,24215,-,0,1,,200,24415,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 6WAY RIVETED,72011661,15,66. PRESS SHOP N4,NOS,DOM,-,-,180.3659,2705,,0,1,0,15,2720,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 8WAY PUNCHING,72011921,350,66. PRESS SHOP N4,NOS,DOM,-,-,181.504,63526,-,0,1,,350,63876,7201,66,0,,,
SF-L2 PHASE BUSBAR 250A 8WAY RIVETED,72011664,41,66. PRESS SHOP N4,NOS,DOM,-,-,260.226,10669,,0,1,0,41,10710,7201,66,0,,,
SF-L3 PHASE BUSBAR 125A 10WAY RIVETED,72010094,8,66. PRESS SHOP N4,NOS,-,-,0,251.5835,2013,,0,0.53,0,4,2017,7201,66,0,,,
SF-L3 PHASE BUSBAR 125A 12WAY PUNCHING,72011910,100,66. PRESS SHOP N4,NOS,DOM,-,-,90.0105,9001,-,0,1,,100,9101,7201,66,0,,,
SF-L3 PHASE BUSBAR 125A 4WAY PUNCHING,72011906,220,66. PRESS SHOP N4,NOS,DOM,-,-,29.4328,6475,-,0,1,,220,6695,7201,66,0,,,
SF-L3 PHASE BUSBAR 125A 6WAY PUNCHING,72011907,160,66. PRESS SHOP N4,NOS,DOM,-,-,44.439,7110,-,0,1,,160,7270,7201,66,0,,,
SF-L3 PHASE BUSBAR 125A 8WAY PUNCHING,72011908,287,66. PRESS SHOP N4,NOS,DOM,-,-,59.4452,17061,-,0,1,,287,17348,7201,66,0,,,
SF-L3 PHASE BUSBAR 125A 8WAY RIVETED,72010101,30,66. PRESS SHOP N4,NOS,-,-,0,196.4428,5893,,0,0.53,0,16,5909,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 12WAY PUNCHING,72011815,200,66. PRESS SHOP N4,NOS,DOM,-,-,177.58,35516,-,0,1,,200,35716,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 12WAY RIVETED,72011668,27,66. PRESS SHOP N4,NOS,DOM,-,-,409.4384,11055,,0,7.7,0,208,11263,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 14WAY RIVETED,72011671,1,66. PRESS SHOP N4,NOS,DOM,-,-,480.5767,481,,0,0,0,0,481,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 16WAY PUNCHING,72011932,6,66. PRESS SHOP N4,NOS,DOM,-,-,230.5128,1383,,0,0,0,0,1383,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 4WAY PUNCHING,72011803,461,66. PRESS SHOP N4,NOS,DOM,-,-,57.5056,26510,-,0,1,,461,26971,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 6WAY PUNCHING,72011806,200,66. PRESS SHOP N4,NOS,DOM,-,-,91.252,18250,-,0,1,,200,18450,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 6WAY RIVETED,72011662,18,66. PRESS SHOP N4,NOS,DOM,-,-,247.2662,4451,,0,5.9,0,106,4557,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 8WAY PUNCHING,72011809,200,66. PRESS SHOP N4,NOS,DOM,-,-,121.0744,24215,-,0,1,,200,24415,7201,66,0,,,
SF-L3 PHASE BUSBAR 250A 8WAY RIVETED,72011665,105,66. PRESS SHOP N4,NOS,DOM,-,-,296.87,31171,,0,1,0,105,31276,7201,66,0,,,
SF-MODULE BUSBAR 17 WAY PRESS COMP. H/L,72010110,43,66. PRESS SHOP N4,NOS,-,-,0,79.6971,3427,,0,0,0,0,3427,7201,66,0,,,
SF-MODULE BUSBAR 5 WAY PRESS COMP. H/L,72010113,12,66. PRESS SHOP N4,NOS,-,-,0,24.6724,296,,0,1,0,12,308,7201,66,0,,,
SF-MODULE BUSBAR 6 WAY PRESS COMP. H/L,72010114,2,66. PRESS SHOP N4,NOS,-,-,0,29.4069,59,,0,1,0,2,61,7201,66,0,,,
SF-MODULE BUSBAR 7 WAY PRESS COMP. H/L,72010115,15,66. PRESS SHOP N4,NOS,-,-,0,34.1414,512,,0,1,0,15,527,7201,66,0,,,
SF-OUTGOING LINK 125A L1-L3 PRESS COMP.,72010122,11474,66. PRESS SHOP N4,NOS,-,P/G3546A,0,21.0614,241659,-,0,1.8,,20653,262312,7201,66,0,,,
SF-OUTGOING LINK 125A L2 PRESS COMP.,72010123,6378,66. PRESS SHOP N4,NOS,-,P/G3547A,0,15.8105,100839,-,0,1.2,,7654,108493,7201,66,0,,,
SF-SHIELD PUNCHING CB70920,72013604,10,66. PRESS SHOP N4,NOS,DOM,-,-,188.3217,1883,-,0,1,,10,1893,7201,66,0,,,
SF_TOP JNT CVR (1600AL)  (OUTER FORMING )102-08 (61 - OSP),72011521,200,66. PRESS SHOP N4,NOS,-,45216-102-08-N,45216-102-08,5.08,1016,-,0,5.08,,1016,2032,7201,66,0,,,
1P FORK COMB 12W BUSBAR_CB71009_FB,73018037,6,66. PRESS SHOP N4,NOS,-,-,-,90.525,543,,0,1,0,6,549,7301,66,0,,,
1P FORK COMB 3W BUSBAR_CB71000_FB,73018029,3,66. PRESS SHOP N4,NOS,-,-,-,19.7139,59,,0,0.53,0,2,61,7301,66,0,,,
1P FORK COMB 5W BUSBAR_CB71002_FB,73018031,21,66. PRESS SHOP N4,NOS,-,-,-,32.8132,689,,0,1,0,21,710,7301,66,0,,,
1P FORK COMB 7W BUSBAR_CB71004_FB,73018033,14,66. PRESS SHOP N4,NOS,-,-,-,45.7625,641,,0,1,0,14,655,7301,66,0,,,
1P FORK COMB 8W BUSBAR_CB71005_FB,73018034,10,66. PRESS SHOP N4,NOS,-,-,-,57.9531,580,,0,2,0,20,600,7301,66,0,,,
B MAIN BUS BAR 12 WAY MCCB_CB70951_FB,73012631,8,66. PRESS SHOP N4,NOS,-,CB70951_FB,-,229.7324,1838,,0,3.71,0,30,1868,7301,66,0,,,
B MAIN BUS BAR 16 WAY MCCB_CB71613_FB,73012635,1,66. PRESS SHOP N4,NOS,-,CB71613_FB,-,198.2996,198,,0,0.53,0,1,199,7301,66,0,,,
